score,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed
4,rekreasi keluarga,rekreasi keluarga,rekreasi keluarga,"['rekreasi', 'keluarga']",rekreasi keluarga
5,Sangat puas di tempat wisata safari beach batang,sangat puas di tempat wisata safari beach batang,puas wisata safari beach batang,"['puas', 'wisata', 'safari', 'beach', 'batang']",puas wisata safari beach batang
5,Pemandangan yang bagus,pemandangan yang bagus,pemandangan bagus,"['pemandangan', 'bagus']",pandang bagus
4,"Hewannya lumayan banyak tp sayang kurang lengkap, free vocer makan 10rb pertiket,",hewannya lumayan banyak tp sayang kurang lengkap free vocer makan 10rb pertiket,hewannya lumayan tp sayang lengkap free vocer makan 10rb pertiket,"['hewannya', 'lumayan', 'tp', 'sayang', 'lengkap', 'free', 'vocer', 'makan', '10rb', 'pertiket']",hewan lumayan tp sayang lengkap free vocer makan 10rb tiket
5,Perjalanannya menyenangkan,perjalanannya menyenangkan,perjalanannya menyenangkan,"['perjalanannya', 'menyenangkan']",jalan senang
4,Awal masuk sdh jauh lebih baik dr yg dulu pernah ksna sii..tp sangat di sayangkan pas masuk ke t4 kebun binatang nya malah lbh kumuh ..jalanan nya jg byk yg rusak ..semoga pemerintah setempat bisa memperbaiki biar byk warga tertarik ke sana ,awal masuk sdh jauh lebih baik dr yg dulu pernah ksna siitp sangat di sayangkan pas masuk ke t4 kebun binatang nya malah lbh kumuh jalanan nya jg byk yg rusak semoga pemerintah setempat bisa memperbaiki biar byk warga tertarik ke sana ,masuk sdh dr yg ksna siitp sayangkan pas masuk t4 kebun binatang nya lbh kumuh jalanan nya jg byk yg rusak semoga pemerintah memperbaiki biar byk warga tertarik,"['masuk', 'sdh', 'dr', 'yg', 'ksna', 'siitp', 'sayangkan', 'pas', 'masuk', 't4', 'kebun', 'binatang', 'nya', 'lbh', 'kumuh', 'jalanan', 'nya', 'jg', 'byk', 'yg', 'rusak', 'semoga', 'pemerintah', 'memperbaiki', 'biar', 'byk', 'warga', 'tertarik']",masuk sdh dr yg ksna siitp sayang pas masuk t4 kebun binatang nya lbh kumuh jalan nya jg byk yg rusak moga perintah baik biar byk warga tarik
5,Bagus,bagus,bagus,['bagus'],bagus
5,"Menurutku sih ini wisata pantai terbaik di pekalongan dan batang ya... Standardnya nasional, bersih, terawat ngga banyak sampah.
Suasana juga enak banget di sini, manajemen pengelolaannya juga bagus. ",menurutku sih ini wisata pantai terbaik di pekalongan dan batang ya standardnya nasional bersih terawat ngga banyak sampahsuasana juga enak banget di sini manajemen pengelolaannya juga bagus ,menurutku sih wisata pantai terbaik pekalongan batang ya standardnya nasional bersih terawat ngga sampahsuasana enak banget manajemen pengelolaannya bagus,"['menurutku', 'sih', 'wisata', 'pantai', 'terbaik', 'pekalongan', 'batang', 'ya', 'standardnya', 'nasional', 'bersih', 'terawat', 'ngga', 'sampahsuasana', 'enak', 'banget', 'manajemen', 'pengelolaannya', 'bagus']",turut sih wisata pantai baik kalong batang ya standardnya nasional bersih awat ngga sampahsuasana enak banget manajemen kelola bagus
5,sangat recomended untuk di kunjungi,sangat recomended untuk di kunjungi,recomended kunjungi,"['recomended', 'kunjungi']",recomended kunjung
3,pantai nya bagus cuman tarifnya lumayan mahal,pantai nya bagus cuman tarifnya lumayan mahal,pantai nya bagus cuman tarifnya lumayan mahal,"['pantai', 'nya', 'bagus', 'cuman', 'tarifnya', 'lumayan', 'mahal']",pantai nya bagus cuman tarif lumayan mahal
5,"Makanan enak, tempat nyaman",makanan enak tempat nyaman,makanan enak nyaman,"['makanan', 'enak', 'nyaman']",makan enak nyaman
5,Recommended bisa lihat satwa dan main di pantai,recommended bisa lihat satwa dan main di pantai,recommended lihat satwa main pantai,"['recommended', 'lihat', 'satwa', 'main', 'pantai']",recommended lihat satwa main pantai
5,"Tempat rekreasi keluarga yang bagus.. Ada pertunjukan aneka satwa, dan lumba2.. Berlajut santai ditepi pantai.. Anak-anak pasti suka..",tempat rekreasi keluarga yang bagus ada pertunjukan aneka satwa dan lumba2 berlajut santai ditepi pantai anakanak pasti suka,rekreasi keluarga bagus pertunjukan aneka satwa lumba2 berlajut santai ditepi pantai anakanak suka,"['rekreasi', 'keluarga', 'bagus', 'pertunjukan', 'aneka', 'satwa', 'lumba2', 'berlajut', 'santai', 'ditepi', 'pantai', 'anakanak', 'suka']",rekreasi keluarga bagus tunjuk aneka satwa lumba2 berlajut santai tepi pantai anakanak suka
5,"Berkunjung saat akhir pekan, hari Sabtu kami datang jam 09.10 an suasana masih sepi dan tidak antri. Harga tiket tergolong murah, 65rb dan free 10rb untuk pembelian makanan di food tenantpinggir pantai. Krn kami tidak membawa kendaraan ",berkunjung saat akhir pekan hari sabtu kami datang jam 0910 an suasana masih sepi dan tidak antri harga tiket tergolong murah 65rb dan free 10rb untuk pembelian makanan di food tenantpinggir pantai krn kami tidak membawa kendaraan ,berkunjung pekan sabtu jam 0910 an suasana sepi antri harga tiket tergolong murah 65rb free 10rb pembelian makanan food tenantpinggir pantai krn membawa kendaraan,"['berkunjung', 'pekan', 'sabtu', 'jam', '0910', 'an', 'suasana', 'sepi', 'antri', 'harga', 'tiket', 'tergolong', 'murah', '65rb', 'free', '10rb', 'pembelian', 'makanan', 'food', 'tenantpinggir', 'pantai', 'krn', 'membawa', 'kendaraan']",kunjung pekan sabtu jam 0910 an suasana sepi antri harga tiket golong murah 65rb free 10rb beli makan food tenantpinggir pantai krn bawa kendara
4,"Ombaknya aman, binatangnya lucu, seru, tapi mungkin perlu di perbarui lagi binatang2nya dan jalan jalan diperbaiki yang masih blm rata ?? ",ombaknya aman binatangnya lucu seru tapi mungkin perlu di perbarui lagi binatang2nya dan jalan jalan diperbaiki yang masih blm rata  ,ombaknya aman binatangnya lucu seru perbarui binatang2nya jalan jalan diperbaiki blm,"['ombaknya', 'aman', 'binatangnya', 'lucu', 'seru', 'perbarui', 'binatang2nya', 'jalan', 'jalan', 'diperbaiki', 'blm']",ombak aman binatang lucu seru baru binatang2nya jalan jalan baik blm
5,Sangat rekomendasi buat bawa anak ke pantai ini.,sangat rekomendasi buat bawa anak ke pantai ini,rekomendasi bawa anak pantai,"['rekomendasi', 'bawa', 'anak', 'pantai']",rekomendasi bawa anak pantai
5,Anak anak selalu suka karena atraksi atraksinya....,anak anak selalu suka karena atraksi atraksinya,anak anak suka atraksi atraksinya,"['anak', 'anak', 'suka', 'atraksi', 'atraksinya']",anak anak suka atraksi atraksi
5,Keren mini zoo dipinggir pantai dgn standar Taman Safari Indonesia,keren mini zoo dipinggir pantai dgn standar taman safari indonesia,keren mini zoo dipinggir pantai dgn standar taman safari indonesia,"['keren', 'mini', 'zoo', 'dipinggir', 'pantai', 'dgn', 'standar', 'taman', 'safari', 'indonesia']",keren mini zoo pinggir pantai dgn standar taman safari indonesia
3,"Tempat dan lainnya oke
Makanannya yang parah sih, walaupun kesini bukan buat makan, at least makanannya harus agak bener lah ?? ",tempat dan lainnya okemakanannya yang parah sih walaupun kesini bukan buat makan at least makanannya harus agak bener lah  ,okemakanannya parah sih kesini makan at least makanannya bener,"['okemakanannya', 'parah', 'sih', 'kesini', 'makan', 'at', 'least', 'makanannya', 'bener']",okemakanannya parah sih kesini makan at least makan bener
4,"Nyaman ,dekat pantai,walau untuk hewan belum selengkap Safari yang di Bogor.",nyaman dekat pantaiwalau untuk hewan belum selengkap safari yang di bogor,nyaman pantaiwalau hewan selengkap safari bogor,"['nyaman', 'pantaiwalau', 'hewan', 'selengkap', 'safari', 'bogor']",nyaman pantaiwalau hewan lengkap safari bogor
4,"Tempatnya adem, sekarang setiap kandang hewan ada penjaganya, trus dapet voucher, 1 tiket 1 voucher yg bisa ditukar di stand makanan. Sayangnya makanannya kurang enak semua",tempatnya adem sekarang setiap kandang hewan ada penjaganya trus dapet voucher 1 tiket 1 voucher yg bisa ditukar di stand makanan sayangnya makanannya kurang enak semua,tempatnya adem kandang hewan penjaganya trus dapet voucher 1 tiket 1 voucher yg ditukar stand makanan sayangnya makanannya enak,"['tempatnya', 'adem', 'kandang', 'hewan', 'penjaganya', 'trus', 'dapet', 'voucher', '1', 'tiket', '1', 'voucher', 'yg', 'ditukar', 'stand', 'makanan', 'sayangnya', 'makanannya', 'enak']",tempat adem kandang hewan jaga trus dapet voucher 1 tiket 1 voucher yg tukar stand makan sayang makan enak
4,Bagus tp kurang banyak wahana atraksinya plus Playgroundnya msh minim,bagus tp kurang banyak wahana atraksinya plus playgroundnya msh minim,bagus tp wahana atraksinya plus playgroundnya msh minim,"['bagus', 'tp', 'wahana', 'atraksinya', 'plus', 'playgroundnya', 'msh', 'minim']",bagus tp wahana atraksi plus playgroundnya msh minim
5,"Datang kesini hari Sabtu.
Bayar masuk menuju lokasi, 5rb per orang dewasa.
Bayar tiket masuk 55rb per orang (dewasa dan anak 3thn ke atas) ",datang kesini hari sabtubayar masuk menuju lokasi 5rb per orang dewasabayar tiket masuk 55rb per orang dewasa dan anak 3thn ke atas ,kesini sabtubayar masuk lokasi 5rb orang dewasabayar tiket masuk 55rb orang dewasa anak 3thn,"['kesini', 'sabtubayar', 'masuk', 'lokasi', '5rb', 'orang', 'dewasabayar', 'tiket', 'masuk', '55rb', 'orang', 'dewasa', 'anak', '3thn']",kesini sabtubayar masuk lokasi 5rb orang dewasabayar tiket masuk 55rb orang dewasa anak 3thn
5,"Tempat yang bagus, anak-anak senang. Datang udah mau jam 3 tapi alhmdulillah masih dapat nonton pertunjukan gajah dan lumba-lumba. Main di pantainya juga asyik karena cukup bersih. Hanya menurutku harga makanannya yang agak mahal, nyoba ",tempat yang bagus anakanak senang datang udah mau jam 3 tapi alhmdulillah masih dapat nonton pertunjukan gajah dan lumbalumba main di pantainya juga asyik karena cukup bersih hanya menurutku harga makanannya yang agak mahal nyoba ,bagus anakanak senang udah jam 3 alhmdulillah nonton pertunjukan gajah lumbalumba main pantainya asyik bersih menurutku harga makanannya mahal nyoba,"['bagus', 'anakanak', 'senang', 'udah', 'jam', '3', 'alhmdulillah', 'nonton', 'pertunjukan', 'gajah', 'lumbalumba', 'main', 'pantainya', 'asyik', 'bersih', 'menurutku', 'harga', 'makanannya', 'mahal', 'nyoba']",bagus anakanak senang udah jam 3 alhmdulillah nonton tunjuk gajah lumbalumba main pantai asyik bersih turut harga makan mahal nyoba
4,Cukup lumayan untuk liburan bersama keluarga di sini. Namun masih banyak yg perlu dibenahi khususnya untuk akses ke Safarinya jalannya masih rusak dan baunya sangat tidak sedap. Semoga untuk ke depan bisa lebih baik lagi ya. Untuk atraksi lumba-lumbanya sangat seru.,cukup lumayan untuk liburan bersama keluarga di sini namun masih banyak yg perlu dibenahi khususnya untuk akses ke safarinya jalannya masih rusak dan baunya sangat tidak sedap semoga untuk ke depan bisa lebih baik lagi ya untuk atraksi lumbalumbanya sangat seru,lumayan liburan keluarga yg dibenahi akses safarinya jalannya rusak baunya sedap semoga ya atraksi lumbalumbanya seru,"['lumayan', 'liburan', 'keluarga', 'yg', 'dibenahi', 'akses', 'safarinya', 'jalannya', 'rusak', 'baunya', 'sedap', 'semoga', 'ya', 'atraksi', 'lumbalumbanya', 'seru']",lumayan libur keluarga yg benah akses safari jalan rusak bau sedap moga ya atraksi lumbalumbanya seru
5,"Tempat bagus, bersih, hanya 1, jalan buat pejalan kaki area menuju kebun binatang beberapa kurang nyaman. Karena rusak.",tempat bagus bersih hanya 1 jalan buat pejalan kaki area menuju kebun binatang beberapa kurang nyaman karena rusak,bagus bersih 1 jalan pejalan kaki area kebun binatang nyaman rusak,"['bagus', 'bersih', '1', 'jalan', 'pejalan', 'kaki', 'area', 'kebun', 'binatang', 'nyaman', 'rusak']",bagus bersih 1 jalan pejal kaki area kebun binatang nyaman rusak
3,Foto lumba2 ga da hasilnya?,foto lumba2 ga da hasilnya,foto lumba2 ga da hasilnya,"['foto', 'lumba2', 'ga', 'da', 'hasilnya']",foto lumba2 ga da hasil
5,"Sudah yang kesekian kali, anak-anak terhibur dan senang",sudah yang kesekian kali anakanak terhibur dan senang,kesekian kali anakanak terhibur senang,"['kesekian', 'kali', 'anakanak', 'terhibur', 'senang']",sekian kali anakanak hibur senang
4,"Fasilitas zoo nya cukup minim, unggulan ada di show lumba-lumba, untuk santai ditepi pantai Ok",fasilitas zoo nya cukup minim unggulan ada di show lumbalumba untuk santai ditepi pantai ok,fasilitas zoo nya minim unggulan show lumbalumba santai ditepi pantai ok,"['fasilitas', 'zoo', 'nya', 'minim', 'unggulan', 'show', 'lumbalumba', 'santai', 'ditepi', 'pantai', 'ok']",fasilitas zoo nya minim unggul show lumbalumba santai tepi pantai ok
5,"Bawa keluarga kesini dijamin happy, anak2 bisa melihat mini zoo dan atraksi lumba2, bermacam kuliner juga ada.",bawa keluarga kesini dijamin happy anak2 bisa melihat mini zoo dan atraksi lumba2 bermacam kuliner juga ada,bawa keluarga kesini dijamin happy anak2 mini zoo atraksi lumba2 kuliner,"['bawa', 'keluarga', 'kesini', 'dijamin', 'happy', 'anak2', 'mini', 'zoo', 'atraksi', 'lumba2', 'kuliner']",bawa keluarga kesini jamin happy anak2 mini zoo atraksi lumba2 kuliner
5,Keren,keren,keren,['keren'],keren
3,Tempat sampahnya untuk lebih di perbanyak dan kebersihan kandang yg terbuat dr kaca.,tempat sampahnya untuk lebih di perbanyak dan kebersihan kandang yg terbuat dr kaca,sampahnya perbanyak kebersihan kandang yg terbuat dr kaca,"['sampahnya', 'perbanyak', 'kebersihan', 'kandang', 'yg', 'terbuat', 'dr', 'kaca']",sampah banyak bersih kandang yg buat dr kaca
1,Saya pesan makanan di resto yg didalam safari beach baru warna putih. Hampir 1 jam belum di sajikan. kecewa saya. Manajemen ny gimana. Pesanan saya kemana,saya pesan makanan di resto yg didalam safari beach baru warna putih hampir 1 jam belum di sajikan kecewa saya manajemen ny gimana pesanan saya kemana,pesan makanan resto yg didalam safari beach warna putih 1 jam sajikan kecewa manajemen ny gimana pesanan kemana,"['pesan', 'makanan', 'resto', 'yg', 'didalam', 'safari', 'beach', 'warna', 'putih', '1', 'jam', 'sajikan', 'kecewa', 'manajemen', 'ny', 'gimana', 'pesanan', 'kemana']",pesan makan resto yg dalam safari beach warna putih 1 jam saji kecewa manajemen ny gimana pesan mana
4,Bagus Banget Anak Saya Terhibur,bagus banget anak saya terhibur,bagus banget anak terhibur,"['bagus', 'banget', 'anak', 'terhibur']",bagus banget anak hibur
5,"Pemandangan pantai nya bagus. Area sekitarnya bersih, banyak tersedia tempat makan. Ada atraksi hewan hewan.",pemandangan pantai nya bagus area sekitarnya bersih banyak tersedia tempat makan ada atraksi hewan hewan,pemandangan pantai nya bagus area bersih tersedia makan atraksi hewan hewan,"['pemandangan', 'pantai', 'nya', 'bagus', 'area', 'bersih', 'tersedia', 'makan', 'atraksi', 'hewan', 'hewan']",pandang pantai nya bagus area bersih sedia makan atraksi hewan hewan
4,"Pas kesana, satwa nya belum begitu banyak, tapi pertunjukan satwanya lumayan bagus dan menghibur, pantainya juga lumayan bagus",pas kesana satwa nya belum begitu banyak tapi pertunjukan satwanya lumayan bagus dan menghibur pantainya juga lumayan bagus,pas kesana satwa nya pertunjukan satwanya lumayan bagus menghibur pantainya lumayan bagus,"['pas', 'kesana', 'satwa', 'nya', 'pertunjukan', 'satwanya', 'lumayan', 'bagus', 'menghibur', 'pantainya', 'lumayan', 'bagus']",pas kesana satwa nya tunjuk satwa lumayan bagus hibur pantai lumayan bagus
5,"terletak di deretan pantai sigandu, tempat ini bisa jadi referensi kl pgn family date atau kl ada sodara berkunjung dan pgn ajak jalan2 ke tempat yg atraktif. tiket relatif terjangkau. meskipun ga sebesar taman safari/kebun binatang ",terletak di deretan pantai sigandu tempat ini bisa jadi referensi kl pgn family date atau kl ada sodara berkunjung dan pgn ajak jalan2 ke tempat yg atraktif tiket relatif terjangkau meskipun ga sebesar taman safarikebun binatang ,terletak deretan pantai sigandu referensi kl pgn family date kl sodara berkunjung pgn ajak jalan2 yg atraktif tiket relatif terjangkau ga taman safarikebun binatang,"['terletak', 'deretan', 'pantai', 'sigandu', 'referensi', 'kl', 'pgn', 'family', 'date', 'kl', 'sodara', 'berkunjung', 'pgn', 'ajak', 'jalan2', 'yg', 'atraktif', 'tiket', 'relatif', 'terjangkau', 'ga', 'taman', 'safarikebun', 'binatang']",letak deret pantai sigandu referensi kl pgn family date kl sodara kunjung pgn ajak jalan2 yg atraktif tiket relatif jangkau ga taman safarikebun binatang
4,"Tempatnya bersih..
Udah 2 kali kesini harga sekarang lebih mahal tp di safarinya kurang..
Dulu animal sow nya lebih menarik dari sekarang dan dulu kalo masuk kandang burung gratis sekarang bayar.. Tp lumayan sihh buat refresing",tempatnya bersihudah 2 kali kesini harga sekarang lebih mahal tp di safarinya kurangdulu animal sow nya lebih menarik dari sekarang dan dulu kalo masuk kandang burung gratis sekarang bayar tp lumayan sihh buat refresing,tempatnya bersihudah 2 kali kesini harga mahal tp safarinya kurangdulu animal sow nya menarik kalo masuk kandang burung gratis bayar tp lumayan sihh refresing,"['tempatnya', 'bersihudah', '2', 'kali', 'kesini', 'harga', 'mahal', 'tp', 'safarinya', 'kurangdulu', 'animal', 'sow', 'nya', 'menarik', 'kalo', 'masuk', 'kandang', 'burung', 'gratis', 'bayar', 'tp', 'lumayan', 'sihh', 'refresing']",tempat bersihudah 2 kali kesini harga mahal tp safari kurangdulu animal sow nya tarik kalo masuk kandang burung gratis bayar tp lumayan sihh refresing
4,"Hewanya lumayan lengkap dan bagus juga ada macam2 atraksi hewan tp sayang sekali tempatnya masih sangat kurang perawatanya, dan mohon jalannya di benahi lagi biar enak untuk yg bawa stroller, thankyou ???? ",hewanya lumayan lengkap dan bagus juga ada macam2 atraksi hewan tp sayang sekali tempatnya masih sangat kurang perawatanya dan mohon jalannya di benahi lagi biar enak untuk yg bawa stroller thankyou  ,hewanya lumayan lengkap bagus macam2 atraksi hewan tp sayang tempatnya perawatanya mohon jalannya benahi biar enak yg bawa stroller thankyou,"['hewanya', 'lumayan', 'lengkap', 'bagus', 'macam2', 'atraksi', 'hewan', 'tp', 'sayang', 'tempatnya', 'perawatanya', 'mohon', 'jalannya', 'benahi', 'biar', 'enak', 'yg', 'bawa', 'stroller', 'thankyou']",hewanya lumayan lengkap bagus macam2 atraksi hewan tp sayang tempat perawatanya mohon jalan benah biar enak yg bawa stroller thankyou
5,sebaiknya mulai dirapikan untuk akses jalan yang tentu ramah dengan lingkungan pantai,sebaiknya mulai dirapikan untuk akses jalan yang tentu ramah dengan lingkungan pantai,dirapikan akses jalan ramah lingkungan pantai,"['dirapikan', 'akses', 'jalan', 'ramah', 'lingkungan', 'pantai']",rapi akses jalan ramah lingkung pantai
4,"Balapan dengan atraksi burung e joss. Menunggang gajah dan unta juga bagus. Itu tidak nyaman. Akses masih lemah, cukup berdebu.
Pertama-tama, tiketnya murah, tapi cukup mahal untuk membayar di dalam. Mungkin itu layak untuk diulas",balapan dengan atraksi burung e joss menunggang gajah dan unta juga bagus itu tidak nyaman akses masih lemah cukup berdebupertamatama tiketnya murah tapi cukup mahal untuk membayar di dalam mungkin itu layak untuk diulas,balapan atraksi burung e joss menunggang gajah unta bagus nyaman akses lemah berdebupertamatama tiketnya murah mahal membayar layak diulas,"['balapan', 'atraksi', 'burung', 'e', 'joss', 'menunggang', 'gajah', 'unta', 'bagus', 'nyaman', 'akses', 'lemah', 'berdebupertamatama', 'tiketnya', 'murah', 'mahal', 'membayar', 'layak', 'diulas']",balap atraksi burung e joss tunggang gajah unta bagus nyaman akses lemah berdebupertamatama tiket murah mahal bayar layak ulas
5,"Tiket murah meriah,,
Akses kelokasi mudah ditemukan,
Parkiran mobil juga luas dan lega,, ",tiket murah meriahakses kelokasi mudah ditemukanparkiran mobil juga luas dan lega ,tiket murah meriahakses kelokasi mudah ditemukanparkiran mobil luas lega,"['tiket', 'murah', 'meriahakses', 'kelokasi', 'mudah', 'ditemukanparkiran', 'mobil', 'luas', 'lega']",tiket murah meriahakses lokasi mudah ditemukanparkiran mobil luas lega
2,"Tempat oke lahhh untuk wisata bareng keluarga, dan cukup nyaman.
Cuman kenapa voucher tukar yang 10rb katanya bisa di tukar ke semua booth corner eh nyatanya saling lempar sana sini dan pada bilang TIDAK BISA ditukar disini, bisanya disana, setelah aku coba sana sini nyatanya gabisa nerima semua! Membingungkan!",tempat oke lahhh untuk wisata bareng keluarga dan cukup nyamancuman kenapa voucher tukar yang 10rb katanya bisa di tukar ke semua booth corner eh nyatanya saling lempar sana sini dan pada bilang tidak bisa ditukar disini bisanya disana setelah aku coba sana sini nyatanya gabisa nerima semua membingungkan,oke lahhh wisata bareng keluarga nyamancuman voucher tukar 10rb tukar booth corner eh lempar bilang ditukar bisanya disana coba gabisa nerima membingungkan,"['oke', 'lahhh', 'wisata', 'bareng', 'keluarga', 'nyamancuman', 'voucher', 'tukar', '10rb', 'tukar', 'booth', 'corner', 'eh', 'lempar', 'bilang', 'ditukar', 'bisanya', 'disana', 'coba', 'gabisa', 'nerima', 'membingungkan']",oke lahhh wisata bareng keluarga nyamancuman voucher tukar 10rb tukar booth corner eh lempar bilang tukar bisa sana coba gabisa nerima bingung
5,Baru x ini menemukan tempat wisata yg bersih.murah dengan paket komplit pantai dan kebun binatang. Yg paling berkesan ya lumba2 show.... Pasti datang lagi.. dan lg... Menikmati pantai yg bersih dengan tempat duduk yg nyaman tnp di ganggu ,baru x ini menemukan tempat wisata yg bersihmurah dengan paket komplit pantai dan kebun binatang yg paling berkesan ya lumba2 show pasti datang lagi dan lg menikmati pantai yg bersih dengan tempat duduk yg nyaman tnp di ganggu ,x menemukan wisata yg bersihmurah paket komplit pantai kebun binatang yg berkesan ya lumba2 show lg menikmati pantai yg bersih duduk yg nyaman tnp ganggu,"['x', 'menemukan', 'wisata', 'yg', 'bersihmurah', 'paket', 'komplit', 'pantai', 'kebun', 'binatang', 'yg', 'berkesan', 'ya', 'lumba2', 'show', 'lg', 'menikmati', 'pantai', 'yg', 'bersih', 'duduk', 'yg', 'nyaman', 'tnp', 'ganggu']",x temu wisata yg bersihmurah paket komplit pantai kebun binatang yg kesan ya lumba2 show lg nikmat pantai yg bersih duduk yg nyaman tnp ganggu
5,"Sangat cocok untuk tempat rekreasi keluarga yang nyaman, sejuk dan nikmat. Disini ada berbagai macam tontonan dan atraksi yang menarik, apalagi lokasinya ditepi laut (pantai) Sigandu Batang Jawa Tengah ... ?????? ",sangat cocok untuk tempat rekreasi keluarga yang nyaman sejuk dan nikmat disini ada berbagai macam tontonan dan atraksi yang menarik apalagi lokasinya ditepi laut pantai sigandu batang jawa tengah   ,cocok rekreasi keluarga nyaman sejuk nikmat tontonan atraksi menarik lokasinya ditepi laut pantai sigandu batang jawa,"['cocok', 'rekreasi', 'keluarga', 'nyaman', 'sejuk', 'nikmat', 'tontonan', 'atraksi', 'menarik', 'lokasinya', 'ditepi', 'laut', 'pantai', 'sigandu', 'batang', 'jawa']",cocok rekreasi keluarga nyaman sejuk nikmat tonton atraksi tarik lokasi tepi laut pantai sigandu batang jawa
5,Kl bisa stand makanan ditambahin biar ga cepet kehabisan,kl bisa stand makanan ditambahin biar ga cepet kehabisan,kl stand makanan ditambahin biar ga cepet kehabisan,"['kl', 'stand', 'makanan', 'ditambahin', 'biar', 'ga', 'cepet', 'kehabisan']",kl stand makan ditambahin biar ga cepet habis
5,Menyenangkan mengajak anak-anak berlibur ke taman safari Batang. Disana ada beberapa pertunjukan yang bisa kita saksikan dan beberapa hewan yg bisa kita kenalkan kepada anak-anak sebagai bentuk edukasi. Anak saya senang sekali bisa menaiki ,menyenangkan mengajak anakanak berlibur ke taman safari batang disana ada beberapa pertunjukan yang bisa kita saksikan dan beberapa hewan yg bisa kita kenalkan kepada anakanak sebagai bentuk edukasi anak saya senang sekali bisa menaiki ,menyenangkan mengajak anakanak berlibur taman safari batang disana pertunjukan saksikan hewan yg kenalkan anakanak bentuk edukasi anak senang,"['menyenangkan', 'mengajak', 'anakanak', 'berlibur', 'taman', 'safari', 'batang', 'disana', 'pertunjukan', 'saksikan', 'hewan', 'yg', 'kenalkan', 'anakanak', 'bentuk', 'edukasi', 'anak', 'senang']",senang ajak anakanak libur taman safari batang sana tunjuk saksi hewan yg kenal anakanak bentuk edukasi anak senang
5,Bagus untuk pendidikan,bagus untuk pendidikan,bagus pendidikan,"['bagus', 'pendidikan']",bagus didik
5,"Bagus banget.. konsep kebun binatang, atraksi hewan, pantai dan tempat makan jadi satu.. tambah hotel mungkin makin perfect",bagus banget konsep kebun binatang atraksi hewan pantai dan tempat makan jadi satu tambah hotel mungkin makin perfect,bagus banget konsep kebun binatang atraksi hewan pantai makan hotel perfect,"['bagus', 'banget', 'konsep', 'kebun', 'binatang', 'atraksi', 'hewan', 'pantai', 'makan', 'hotel', 'perfect']",bagus banget konsep kebun binatang atraksi hewan pantai makan hotel perfect
5,"Tempat berlibur keluarga yg rekomendit, pertahankan dan tingkatkan semuanya",tempat berlibur keluarga yg rekomendit pertahankan dan tingkatkan semuanya,berlibur keluarga yg rekomendit pertahankan tingkatkan,"['berlibur', 'keluarga', 'yg', 'rekomendit', 'pertahankan', 'tingkatkan']",libur keluarga yg rekomendit tahan tingkat
4,Hewan2 dan jg pantai,hewan2 dan jg pantai,hewan2 jg pantai,"['hewan2', 'jg', 'pantai']",hewan2 jg pantai
1,Kalau belum ke sini saya sarankan jangan ke sini pasti nyesel soale makananya mahal dan tempatnya gak menarik dapat voucher makanan 20.000 tp harga makanan 25000 es teh gelas kecil 10 ribu,kalau belum ke sini saya sarankan jangan ke sini pasti nyesel soale makananya mahal dan tempatnya gak menarik dapat voucher makanan 20000 tp harga makanan 25000 es teh gelas kecil 10 ribu,sarankan nyesel soale makananya mahal tempatnya gak menarik voucher makanan 20000 tp harga makanan 25000 es teh gelas 10 ribu,"['sarankan', 'nyesel', 'soale', 'makananya', 'mahal', 'tempatnya', 'gak', 'menarik', 'voucher', 'makanan', '20000', 'tp', 'harga', 'makanan', '25000', 'es', 'teh', 'gelas', '10', 'ribu']",saran nyesel soale makananya mahal tempat gak tarik voucher makan 20000 tp harga makan 25000 es teh gelas 10 ribu
1,"Pertama kali kesini dan ga menyenangkan.
Binatangnya itu2 aja. Tempatnya blm di kelola dng baik, bnyk sekali kekurangan, banget banget bnyk kurangnya. Jalannya blm di paving semua, bnyk yg tanah, kl ",pertama kali kesini dan ga menyenangkanbinatangnya itu2 aja tempatnya blm di kelola dng baik bnyk sekali kekurangan banget banget bnyk kurangnya jalannya blm di paving semua bnyk yg tanah kl ,kali kesini ga menyenangkanbinatangnya itu2 aja tempatnya blm kelola dng bnyk kekurangan banget banget bnyk kurangnya jalannya blm paving bnyk yg tanah kl,"['kali', 'kesini', 'ga', 'menyenangkanbinatangnya', 'itu2', 'aja', 'tempatnya', 'blm', 'kelola', 'dng', 'bnyk', 'kekurangan', 'banget', 'banget', 'bnyk', 'kurangnya', 'jalannya', 'blm', 'paving', 'bnyk', 'yg', 'tanah', 'kl']",kali kesini ga menyenangkanbinatangnya itu2 aja tempat blm kelola dng bnyk kurang banget banget bnyk kurang jalan blm paving bnyk yg tanah kl
3,Semua komersial,semua komersial,komersial,['komersial'],komersial
5,Kalo dr pagi bakalan betah ini,kalo dr pagi bakalan betah ini,kalo dr pagi betah,"['kalo', 'dr', 'pagi', 'betah']",kalo dr pagi betah
5,Cocok buat liburan kluarga,cocok buat liburan kluarga,cocok liburan kluarga,"['cocok', 'liburan', 'kluarga']",cocok libur kluarga
5,Seru,seru,seru,['seru'],seru
